depth,tempdepth,temp,EdZTilt,EdZRoll,EdZPitch,Ed0Tilt,Ed0Roll,Ed0Pitch
0.2447167,0.5977167,21.20568,4.470027,3.987165,-2.027343,2.323755,0.6290568,-2.23717
0.2460098,0.5990098,21.21915,4.459098,3.777001,-2.377071,2.410452,0.6989553,-2.307119
0.2452471,0.5982471,21.21084,4.40233,3.566888,-2.58695,2.343603,0.6989553,-2.23717
0.2451963,0.5981963,21.22619,4.234385,3.356823,-2.58695,2.254536,0.2795763,-2.23717
0.2455103,0.5985103,21.22062,4.038647,3.216805,-2.447027,2.20735,0.4193665,-2.167225
0.2444112,0.5974112,21.21297,3.779327,3.146803,-2.097282,2.256506,0.6290568,-2.167225
0.24491,0.59791,21.21301,3.536831,3.076806,-1.747616,2.185149,0.2795763,-2.167225
0.244148,0.597148,21.21242,3.258553,3.006814,-1.25819,2.168349,0.06989381,-2.167225
0.2433398,0.5963398,21.22942,3.14063,3.006814,-0.9086576,2.264246,0.3494712,-2.23717
0.2438775,0.5968775,21.22409,3.071676,3.006814,-0.6290568,2.254536,0.2795763,-2.23717
0.2437785,0.5967785,21.21799,3.058176,3.006814,-0.5591593,2.177325,0.2096819,-2.167225
0.2430349,0.5960349,21.21711,3.071676,3.006814,-0.6290568,2.195167,0.3494712,-2.167225
0.2427533,0.5957533,21.21805,3.095024,2.936826,-0.9785607,2.276943,0.6989553,-2.167225
0.2420777,0.5950777,21.22562,3.188529,2.866842,-1.398015,2.210489,0.6989553,-2.097282
0.2406659,0.5936659,21.21245,3.217641,2.656917,-1.817544,2.189429,0.6290568,-2.097282
0.2399177,0.5929177,21.2257,3.418136,2.58695,-2.23717,2.313972,0.9785607,-2.097282
0.2387123,0.5917123,21.22506,3.55727,2.516986,-2.516986,2.438285,1.118372,-2.167225
0.2375069,0.5905069,21.20738,3.609711,2.447027,-2.656917,2.470218,1.048466,-2.23717
0.2359043,0.5889043,21.21003,3.511046,2.377071,-2.58695,2.532602,1.18828,-2.23717
0.2344127,0.5874127,21.21226,3.361222,2.447027,-2.307119,2.811074,1.607768,-2.307119
0.2332304,0.5862304,21.21167,3.103256,2.516986,-1.817544,2.733672,1.46793,-2.307119
0.2328795,0.5858795,21.22191,2.909841,2.656917,-1.18828,2.688843,1.25819,-2.377071
0.2315817,0.5845817,21.21901,2.783457,2.726888,-0.5591593,2.771762,1.537848,-2.307119
0.2309721,0.5839721,21.21004,2.944275,2.936826,0.2096819,2.851555,1.677691,-2.307119
0.2310414,0.5840414,21.20193,3.256233,3.146803,0.8387555,2.696854,1.398015,-2.307119
0.230187,0.583187,21.20529,3.674056,3.426839,1.328101,2.661361,1.328101,-2.307119
0.2307643,0.5837643,21.20895,3.947086,3.63692,1.537848,2.771762,1.537848,-2.307119
0.2304502,0.5834502,21.21014,4.232323,3.917104,1.607768,2.696854,1.398015,-2.307119
0.2313693,0.5843693,21.21169,4.489021,4.267467,1.398015,2.500629,1.118372,-2.23717
0.2315078,0.5845078,21.20225,4.597901,4.477761,1.048466,2.500629,1.118372,-2.23717
0.231517,0.584517,21.21655,4.636829,4.61799,0.4193665,2.532602,1.18828,-2.23717
0.2321729,0.5851729,21.21043,4.762823,4.758247,-0.2096819,2.34967,0.9086576,-2.167225
0.2328332,0.5858332,21.21173,4.761898,4.688115,-0.8387555,2.168011,0.7688549,-2.027343
0.2336092,0.5866092,21.21971,4.736267,4.547872,-1.328101,2.188044,0.9785607,-1.957407
0.2348837,0.5878837,21.21479,4.558194,4.267467,-1.607768,2.001508,0.8387555,-1.817544
0.2364909,0.5894909,21.22099,4.379461,3.987165,-1.817544,1.834784,0.5591593,-1.747616
0.2376732,0.5906732,21.21287,4.09618,3.706957,-1.747616,1.817313,0.6989553,-1.677691
0.2389155,0.5919155,21.20791,3.783628,3.426839,-1.607768,1.907711,0.9086576,-1.677691
0.2419081,0.5949081,21.21047,3.350197,3.076806,-1.328101,1.702131,0.5591593,-1.607768
0.2428502,0.5958502,21.22127,2.962598,2.796863,-0.9785607,1.636257,0.5591593,-1.537848
0.2442495,0.5972495,21.21544,2.714953,2.656917,-0.5591593,1.84654,0.9086576,-1.607768
0.2447812,0.5977812,21.21741,2.59541,2.58695,-0.2096819,1.752982,0.6989553,-1.607768
0.2465772,0.5995772,21.21791,2.587891,2.58695,0.06989381,1.747499,0.4892626,-1.677691
0.2471729,0.6001729,21.2118,2.671544,2.656917,0.2795763,1.817313,0.6989553,-1.677691
0.2478201,0.6008201,21.21813,2.749123,2.726888,0.3494712,1.907711,0.9086576,-1.677691
0.2489417,0.6019417,21.21174,2.818543,2.796863,0.3494712,1.882045,0.6989553,-1.747616
0.2505304,0.6035304,21.21535,2.957473,2.936826,0.3494712,1.901501,0.5591593,-1.817544
0.2510661,0.6040661,21.21801,3.089433,3.076806,0.2795763,2.102774,0.7688549,-1.957407
0.2532644,0.6062644,21.22449,3.22888,3.216805,0.2795763,2.144258,0.6989553,-2.027343
0.2556982,0.6086982,21.22163,3.293464,3.286811,0.2096819,2.238063,0.5591593,-2.167225
0.2577902,0.6107902,21.22765,3.368392,3.356823,0.2795763,2.323755,0.6290568,-2.23717
0.2610784,0.6140784,21.20574,3.374882,3.356823,0.3494712,2.544451,0.9086576,-2.377071
0.2643159,0.6173159,21.22173,3.541066,3.496861,0.5591593,2.477476,0.6989553,-2.377071
0.2669159,0.6199159,21.21797,3.552716,3.496861,0.6290568,2.495343,0.4892626,-2.447027
0.271511,0.624511,21.21267,3.634379,3.566888,0.6989553,2.675585,0.9086576,-2.516986
0.2754412,0.6284412,21.21626,3.634379,3.566888,0.6989553,2.675585,0.9086576,-2.516986
0.2781891,0.6311891,21.21947,3.690634,3.63692,0.6290568,2.646529,0.5591593,-2.58695
0.281214,0.634214,21.21652,3.75966,3.706957,0.6290568,2.675585,0.9086576,-2.516986
0.2851903,0.6381903,21.21227,3.840761,3.777001,0.6989553,2.790807,1.048466,-2.58695
0.2888711,0.6418711,21.20893,3.909655,3.84705,0.6989553,2.700063,0.9785607,-2.516986
0.2919653,0.6449653,21.21409,4.005352,3.917104,0.8387555,2.631509,0.7688549,-2.516986
0.2954428,0.6484428,21.22254,4.072676,3.917104,1.118372,2.661682,1.048466,-2.447027
0.2978073,0.6508073,21.20864,4.247167,3.987165,1.46793,2.626472,1.118372,-2.377071
0.3009154,0.6539154,21.20942,4.565047,4.127304,1.957407,2.544451,0.9086576,-2.377071
0.303313,0.656313,21.21299,4.79388,4.127304,2.447027,2.441427,0.9785607,-2.23717
0.3073347,0.6603347,21.21986,5.116785,4.197382,2.936826,2.505371,1.25819,-2.167225
0.3104428,0.6634428,21.20955,5.269092,4.127304,3.286811,2.34942,1.18828,-2.027343
0.3150565,0.6680565,21.21622,5.401706,4.127304,3.496861,2.221351,0.9086576,-2.027343
0.318922,0.671922,21.2171,5.342131,3.987165,3.566888,2.289379,1.18828,-1.957407
0.3246578,0.6776578,21.21374,5.099076,3.84705,3.356823,2.307349,1.328101,-1.887474
0.3291097,0.6821097,21.21546,4.669684,3.63692,2.936826,2.097921,1.048466,-1.817544
0.334901,0.687901,21.21203,4.186224,3.496861,2.307119,2.158761,1.048466,-1.887474
0.3410387,0.6940387,21.20891,3.564112,3.216805,1.537848,2.307349,1.328101,-1.887474
0.3469592,0.6999592,21.20719,3.086693,3.006814,0.6989553,2.193514,1.118372,-1.887474
0.3526674,0.7056674,21.20058,2.800343,2.796863,-0.1397877,2.094522,0.9086576,-1.887474
0.3587682,0.7117682,21.20715,2.719174,2.58695,-0.8387555,2.253942,1.118372,-1.957407
0.3647534,0.7177534,21.21444,2.783435,2.447027,-1.328101,2.314906,1.118372,-2.027343
0.372138,0.725138,21.20865,2.852635,2.447027,-1.46793,2.29932,0.7688549,-2.167225
0.3779662,0.7309662,21.21966,2.817381,2.447027,-1.398015,2.29932,0.7688549,-2.167225
0.38409,0.73709,21.20494,2.661682,2.447027,-1.048466,2.470218,1.048466,-2.23717
0.3899829,0.7429829,21.21585,2.578192,2.516986,-0.5591593,2.414314,0.9086576,-2.23717
0.3970349,0.7500349,21.21763,2.727781,2.726888,0.06989381,2.365347,0.7688549,-2.23717
0.4038329,0.7568329,21.21315,2.967819,2.866842,0.7688549,2.414314,0.9086576,-2.23717
0.4108112,0.7638112,21.21116,3.407827,3.076806,1.46793,2.441427,0.9785607,-2.23717
0.4179555,0.7709555,21.20107,3.896468,3.286811,2.097282,2.313972,0.9785607,-2.097282
0.4238991,0.7768991,21.20461,4.387743,3.496861,2.656917,2.28534,0.9086576,-2.097282
0.4314454,0.7844454,21.20551,4.767827,3.706957,3.006814,2.314906,1.118372,-2.027343
0.4388808,0.7918808,21.2074,5.106835,3.917104,3.286811,2.289379,1.18828,-1.957407
0.4461453,0.7991453,21.21464,5.303411,4.057231,3.426839,2.188044,0.9785607,-1.957407
0.4536268,0.8066268,21.20622,5.465164,4.267467,3.426839,2.326375,1.25819,-1.957407
0.461524,0.814524,21.20887,5.49051,4.407657,3.286811,2.404756,1.398015,-1.957407
0.4690333,0.8220333,21.19175,5.386832,4.477761,3.006814,2.229916,1.18828,-1.887474
0.4766534,0.8296534,21.20922,5.201182,4.477761,2.656917,2.193514,1.118372,-1.887474
0.484255,0.837255,21.2047,5.032887,4.477761,2.307119,2.210064,1.25819,-1.817544
0.4919074,0.8449074,21.20388,4.819622,4.407657,1.957407,2.210064,1.25819,-1.817544
0.5005713,0.8535713,21.20019,4.60015,4.337558,1.537848,2.097921,1.048466,-1.817544
0.5086901,0.8616901,21.19835,4.361187,4.197382,1.18828,2.031752,0.9086576,-1.817544
0.5178943,0.8708943,21.20332,4.088743,3.987165,0.9086576,2.158761,1.048466,-1.887474
0.5270031,0.8800031,21.18963,3.909655,3.84705,0.6989553,2.129286,0.8387555,-1.957407
0.5352959,0.8882959,21.19524,3.610227,3.566888,0.5591593,2.085449,0.4892626,-2.027343
0.5449065,0.8979065,21.1766,3.461426,3.426839,0.4892626,2.189429,0.6290568,-2.097282
0.5535426,0.9065426,21.1935,3.253645,3.216805,0.4892626,2.238063,0.5591593,-2.167225
0.5626774,0.9156774,21.18143,3.154901,3.076806,0.6989553,2.241524,0.1397877,-2.23717
0.5705562,0.9235562,21.18771,3.121195,3.006814,0.8387555,2.246955,0.2096819,-2.23717
0.5793771,0.9323771,21.17595,3.117753,2.936826,1.048466,2.32396,0.2795763,-2.307119
0.5885304,0.9415304,21.17619,3.158601,2.866842,1.328101,2.308175,0.06989381,-2.307119
0.5972311,0.9502311,21.16616,3.320249,2.866842,1.677691,-2.308175,-0.06989381,-2.307119
0.6062737,0.9592737,21.17199,3.527462,2.936826,1.957407,2.307119,0,-2.307119
0.6146194,0.9676194,21.16772,3.647655,2.936826,2.167225,2.307119,0,-2.307119
0.6235458,0.9765458,21.16469,3.830234,3.006814,2.377071,-2.311341,-0.1397877,-2.307119
0.6324695,0.9854695,21.16067,4.061879,3.076806,2.656917,-2.308175,-0.06989381,-2.307119
0.6414369,0.9944369,21.16155,4.258813,3.216805,2.796863,2.316607,0.2096819,-2.307119
0.6513438,1.0043438,21.16148,4.357287,3.286811,2.866842,2.311341,0.1397877,-2.307119
0.6603394,1.0133394,21.15347,4.410163,3.356823,2.866842,2.241524,0.1397877,-2.23717
0.6698392,1.0228392,21.16448,4.463511,3.426839,2.866842,2.289939,0.4892626,-2.23717
0.678752,1.031752,21.15364,4.528226,3.566888,2.796863,2.388935,0.8387555,-2.23717
0.688391,1.041391,21.14769,4.443594,3.566888,2.656917,2.256506,0.6290568,-2.167225
0.697978,1.050978,21.14055,4.379846,3.63692,2.447027,2.377523,0.9785607,-2.167225
0.707247,1.060247,21.14394,4.3265,3.706957,2.23717,2.519831,1.398015,-2.097282
0.717712,1.070712,21.1462,4.222414,3.706957,2.027343,2.519831,1.398015,-2.097282
0.727147,1.080147,21.1401,4.189285,3.777001,1.817544,2.543846,1.537848,-2.027343
0.736938,1.089938,21.14976,4.141327,3.84705,1.537848,2.721778,1.817544,-2.027343
0.746382,1.099382,21.1469,4.002423,3.777001,1.328101,2.915713,2.097282,-2.027343
0.755725,1.108725,21.13561,3.938179,3.777001,1.118372,3.014478,2.167225,-2.097282
0.766171,1.119171,21.13797,3.88415,3.777001,0.9086576,2.919076,2.167225,-1.957407
0.77622,1.12922,21.13809,3.840761,3.777001,0.6989553,3.077845,2.377071,-1.957407
0.786671,1.139671,21.15727,3.74866,3.706957,0.5591593,3.186976,2.516986,-1.957407
0.796905,1.149905,21.14186,3.669507,3.63692,0.4892626,3.02423,2.307119,-1.957407
0.807112,1.160112,21.12733,3.59133,3.566888,0.4193665,3.077845,2.377071,-1.957407
0.816736,1.169736,21.12469,3.514194,3.496861,0.3494712,3.24243,2.58695,-1.957407
0.827838,1.180838,21.13733,3.530755,3.496861,0.4892626,3.02423,2.307119,-1.957407
0.838659,1.191659,21.13444,3.530755,3.496861,0.4892626,2.865901,2.027343,-2.027343
0.849452,1.202452,21.1236,3.552716,3.496861,0.6290568,2.966337,2.167225,-2.027343
0.85952,1.21252,21.13326,3.579978,3.496861,0.7688549,2.816944,2.027343,-1.957407
0.869731,1.222731,21.12639,3.612423,3.496861,0.9086576,2.488522,1.537848,-1.957407
0.880449,1.233449,21.12492,3.649914,3.496861,1.048466,2.364858,1.328101,-1.957407
0.89037,1.24337,21.12279,3.692296,3.496861,1.18828,2.267887,1.25819,-1.887474
0.900835,1.253835,21.12937,3.739404,3.496861,1.328101,2.078274,0.6989553,-1.957407
0.912232,1.265232,21.12218,3.791065,3.496861,1.46793,1.968589,0.2096819,-1.957407
0.922471,1.275471,21.11436,3.818546,3.496861,1.537848,2.107719,0.2096819,-2.097282
0.933633,1.286633,21.11996,3.847095,3.496861,1.607768,2.17172,0.1397877,-2.167225
0.943683,1.296683,21.10943,3.939902,3.566888,1.677691,-2.238063,-0.5591593,-2.167225
0.95363,1.30663,21.126,3.970026,3.566888,1.747616,-2.276943,-0.6989553,-2.167225
0.964963,1.317963,21.11491,3.970026,3.566888,1.747616,-2.221662,-0.4892626,-2.167225
0.975003,1.328003,21.11373,3.970026,3.566888,1.747616,-2.258506,-0.8387555,-2.097282
0.986166,1.339166,21.09494,3.970026,3.566888,1.747616,-2.376366,-1.118372,-2.097282
0.99712,1.35012,21.10021,4.032986,3.63692,1.747616,-2.377523,-0.9785607,-2.167225
1.007146,1.360146,21.09185,4.032986,3.63692,1.747616,-2.233534,-0.7688549,-2.097282
1.017958,1.370958,21.09553,4.032986,3.63692,1.747616,-2.407083,-1.048466,-2.167225
1.028801,1.381801,21.09597,4.003342,3.63692,1.677691,-2.377523,-0.9785607,-2.167225
1.039391,1.392391,21.09589,4.011651,3.706957,1.537848,-2.276943,-0.6989553,-2.167225
1.050045,1.403045,21.10079,3.920517,3.63692,1.46793,-2.170413,-0.5591593,-2.097282
1.06124,1.41424,21.09786,3.870605,3.63692,1.328101,-2.170413,-0.5591593,-2.097282
1.071284,1.424284,21.09745,3.847303,3.63692,1.25819,-2.126148,-0.3494712,-2.097282
1.082174,1.435174,21.09402,3.804108,3.63692,1.118372,2.028546,0.06989381,-2.027343
1.09375,1.44675,21.08552,3.784253,3.63692,1.048466,1.988312,0.3494712,-1.957407
1.104647,1.457647,21.08126,3.717028,3.566888,1.048466,2.102917,0.5591593,-2.027343
1.114918,1.467918,21.09918,3.698017,3.566888,0.9785607,2.250801,0.9785607,-2.027343
1.125738,1.478738,21.07683,3.717028,3.566888,1.048466,2.34942,1.18828,-2.027343
1.136898,1.489898,21.08127,3.737244,3.566888,1.118372,2.461972,1.398015,-2.027343
1.14644,1.49944,21.07903,3.825131,3.63692,1.18828,2.783021,1.747616,-2.167225
1.157669,1.510669,21.08057,3.781212,3.566888,1.25819,3.113239,2.167225,-2.23717
1.167716,1.520716,21.06983,3.920517,3.63692,1.46793,3.211997,2.307119,-2.23717
1.178788,1.531788,21.06816,3.947086,3.63692,1.537848,3.211997,2.307119,-2.23717
1.189867,1.542867,21.06261,4.067003,3.706957,1.677691,3.471284,2.656917,-2.23717
1.200656,1.553656,21.06946,4.219918,3.777001,1.887474,3.536157,2.796863,-2.167225
1.211947,1.564947,21.06729,4.345719,3.84705,2.027343,3.536157,2.796863,-2.167225
1.222407,1.575407,21.06798,4.446878,3.84705,2.23717,3.426752,2.656917,-2.167225
1.232937,1.585937,21.06611,4.542404,3.917104,2.307119,3.426752,2.656917,-2.167225
1.244686,1.597686,21.05655,4.614591,3.917104,2.447027,3.516642,2.656917,-2.307119
1.254809,1.607809,21.04732,4.710831,3.987165,2.516986,3.459938,2.516986,-2.377071
1.265671,1.618671,21.0471,4.651835,3.917104,2.516986,3.35976,2.377071,-2.377071
1.277409,1.630409,21.04888,4.710831,3.987165,2.516986,3.35976,2.377071,-2.377071
1.289575,1.642575,21.03898,4.674065,3.987165,2.447027,3.069861,2.027343,-2.307119
1.299439,1.652439,21.04208,4.578107,3.917104,2.377071,2.87274,1.887474,-2.167225
1.311526,1.664526,21.04167,4.568391,3.987165,2.23717,2.768888,1.887474,-2.027343
1.322369,1.675369,21.04391,4.534767,3.987165,2.167225,2.445999,1.46793,-1.957407
1.334155,1.687155,21.03616,4.407753,3.917104,2.027343,2.229916,1.18828,-1.887474
1.344772,1.697772,21.03378,4.315859,3.917104,1.817544,2.133669,1.118372,-1.817544
1.356193,1.709193,21.03308,4.259209,3.917104,1.677691,2.063919,0.9785607,-1.817544
1.367198,1.720198,21.02273,4.116029,3.84705,1.46793,1.968442,0.5591593,-1.887474
1.379224,1.732224,21.02967,4.091762,3.84705,1.398015,2.001759,0.4193665,-1.957407
1.389906,1.742906,21.02584,3.979903,3.777001,1.25819,2.001759,0.4193665,-1.957407
1.399905,1.752905,21.01857,3.938179,3.777001,1.118372,1.892636,0.1397877,-1.887474
1.411764,1.764764,21.02323,3.919012,3.777001,1.048466,-1.818885,-0.06989381,-1.817544
1.422751,1.775751,21.02502,3.833247,3.706957,0.9785607,-1.822904,-0.1397877,-1.817544
1.434195,1.787195,21.01739,3.833247,3.706957,0.9785607,-1.753191,-0.1397877,-1.747616
1.444868,1.797868,21.02166,3.816097,3.706957,0.9086576,-1.782173,-0.3494712,-1.747616
1.456044,1.809044,21.01578,3.748122,3.63692,0.9086576,-1.865234,-0.4193665,-1.817544
1.465895,1.818895,21.01315,3.765586,3.63692,0.9785607,-1.988312,-0.3494712,-1.957407
1.477662,1.830662,21.0079,3.698017,3.566888,0.9785607,-2.153496,-0.4892626,-2.097282
1.488169,1.841169,21.0042,3.737244,3.566888,1.118372,-2.323755,-0.6290568,-2.23717
1.499724,1.852724,21.00274,3.758646,3.566888,1.18828,-2.289939,-0.4892626,-2.23717
1.51041,1.86341,21.01283,3.71527,3.496861,1.25819,-2.32396,-0.2795763,-2.307119
1.520954,1.873954,21.01737,3.764677,3.496861,1.398015,-2.32396,-0.2795763,-2.307119
1.532633,1.885633,21.01336,3.791065,3.496861,1.46793,-2.246955,-0.2096819,-2.23717
1.54295,1.89595,21.01024,3.818546,3.496861,1.537848,2.168349,0.06989381,-2.167225
1.554279,1.907279,21.01122,3.876691,3.496861,1.677691,2.098444,0.06989381,-2.097282
1.566092,1.919092,21.00683,3.907309,3.496861,1.747616,2.246955,0.2096819,-2.23717
1.576701,1.929701,21.00376,3.907309,3.496861,1.747616,2.238063,0.5591593,-2.167225
1.587733,1.940733,20.99822,3.907309,3.496861,1.747616,2.479248,0.9086576,-2.307119
1.599478,1.952478,21.00268,3.907309,3.496861,1.747616,2.479248,0.9086576,-2.307119
1.61028,1.96328,20.99553,3.876691,3.496861,1.677691,2.594563,1.18828,-2.307119
1.622001,1.975001,21.0134,3.876691,3.496861,1.677691,2.754015,1.607768,-2.23717
1.633694,1.986694,20.99614,3.91079,3.566888,1.607768,2.827372,1.817544,-2.167225
1.644995,1.997995,20.99573,3.882715,3.566888,1.537848,2.820424,1.887474,-2.097282
1.655977,2.008977,21.00425,3.829759,3.566888,1.398015,2.768888,2.027343,-1.887474
1.66804,2.02104,21.00825,3.895016,3.63692,1.398015,2.979541,2.307119,-1.887474
1.678976,2.031976,20.99635,3.870605,3.63692,1.328101,2.935836,2.307119,-1.817544
1.690605,2.043605,20.99592,3.936441,3.706957,1.328101,2.768888,2.027343,-1.887474
1.702321,2.055321,20.99531,3.913535,3.706957,1.25819,2.979541,2.307119,-1.887474
1.713258,2.066258,21.00087,3.979903,3.777001,1.25819,3.02423,2.307119,-1.957407
1.72502,2.07802,20.99274,3.958482,3.777001,1.18828,2.816944,2.027343,-1.957407
1.736642,2.089642,20.99602,3.958482,3.777001,1.18828,2.816944,1.957407,-2.027343
1.749884,2.102884,20.9952,4.025337,3.84705,1.18828,2.915713,2.097282,-2.027343
1.761259,2.114259,20.9918,4.092302,3.917104,1.18828,2.718173,1.887474,-1.957407
1.772472,2.125472,20.98659,4.113017,3.917104,1.25819,2.488522,1.537848,-1.957407
1.783902,2.136902,20.98334,4.113017,3.917104,1.25819,2.445999,1.46793,-1.957407
1.796067,2.149067,20.97512,4.092302,3.917104,1.18828,2.502268,1.46793,-2.027343
1.80783,2.16083,20.98843,4.092302,3.917104,1.18828,2.376366,1.118372,-2.097282
1.819537,2.172537,20.97667,4.113017,3.917104,1.25819,2.34967,0.9086576,-2.167225
1.830944,2.183944,20.97351,4.113017,3.917104,1.25819,2.533713,1.048466,-2.307119
1.842439,2.195439,20.98598,4.046399,3.84705,1.25819,2.454545,0.8387555,-2.307119
1.854954,2.207954,20.97368,4.046399,3.84705,1.25819,2.37377,0.5591593,-2.307119
1.865636,2.218636,20.97903,3.979903,3.777001,1.25819,2.431596,0.7688549,-2.307119
1.878253,2.231253,20.98299,3.913535,3.706957,1.25819,2.431596,0.7688549,-2.307119
1.890025,2.243025,20.97529,3.913535,3.706957,1.25819,2.289939,0.4892626,-2.23717
1.9014,2.2544,20.98019,3.847303,3.63692,1.25819,2.238063,0.5591593,-2.167225
1.914959,2.267959,20.98027,3.804924,3.566888,1.328101,2.276943,0.6989553,-2.167225
1.926352,2.279352,20.9666,3.804924,3.566888,1.328101,2.153496,0.4892626,-2.097282
1.938212,2.291212,20.97955,3.739404,3.496861,1.328101,2.070192,0.4193665,-2.027343
1.949804,2.302804,20.97848,3.674056,3.426839,1.328101,2.102917,0.5591593,-2.027343
1.962624,2.315624,20.97561,3.69978,3.426839,1.398015,2.122539,0.6290568,-2.027343
1.973898,2.326898,20.9797,3.662409,3.356823,1.46793,2.085449,0.4892626,-2.027343
1.986285,2.339285,20.98505,3.662409,3.356823,1.46793,2.017535,0.4892626,-1.957407
1.997992,2.350992,20.9833,3.662409,3.356823,1.46793,2.012558,0.6989553,-1.887474
2.010898,2.363898,20.9805,3.690858,3.356823,1.537848,1.989397,0.6290568,-1.887474
2.022412,2.375412,20.9759,3.690858,3.356823,1.537848,1.882159,0.4892626,-1.817544
2.034045,2.387045,20.97394,3.783628,3.426839,1.607768,1.947138,0.6989553,-1.817544
2.047083,2.400083,20.97857,3.783628,3.426839,1.607768,2.031752,0.9086576,-1.817544
2.058337,2.411337,20.97357,3.847095,3.496861,1.607768,1.923187,0.6290568,-1.817544
2.070437,2.423437,20.98105,3.91079,3.566888,1.607768,1.923187,0.6290568,-1.817544
2.082356,2.435356,20.98533,3.882715,3.566888,1.537848,2.094522,0.9086576,-1.887474
2.093856,2.446856,20.97032,3.947086,3.63692,1.537848,2.012558,0.6989553,-1.887474
2.106667,2.459667,20.97072,4.050691,3.777001,1.46793,2.017535,0.4892626,-1.957407
2.119053,2.472053,20.97596,4.050691,3.777001,1.46793,2.144258,0.6989553,-2.027343
2.131545,2.484545,20.96717,4.091762,3.84705,1.398015,2.168011,0.7688549,-2.027343
2.14213,2.49513,20.96956,4.134802,3.917104,1.328101,2.189429,0.6290568,-2.097282
2.155006,2.508006,20.9706,4.201188,3.987165,1.328101,2.170413,0.5591593,-2.097282
2.167092,2.520092,20.96799,4.201188,3.987165,1.328101,2.29932,0.7688549,-2.167225
2.178869,2.531869,20.98212,4.179752,3.987165,1.25819,2.365347,0.7688549,-2.23717
2.191508,2.544508,20.97093,4.159375,3.987165,1.18828,2.358317,0.4892626,-2.307119
2.203489,2.556489,20.97034,4.159375,3.987165,1.18828,2.458714,0.6290568,-2.377071
2.216184,2.569184,20.96791,4.092302,3.917104,1.18828,2.586454,0.8387555,-2.447027
2.228141,2.581141,20.96379,4.092302,3.917104,1.18828,2.526399,0.6290568,-2.447027
2.241054,2.594054,20.95924,4.025337,3.84705,1.18828,2.509948,0.5591593,-2.447027
2.252978,2.605978,20.95534,3.958482,3.777001,1.18828,2.609903,0.9086576,-2.447027
2.265899,2.618899,20.96816,3.891745,3.706957,1.18828,2.52039,0.8387555,-2.377071
2.279274,2.632274,20.96313,3.825131,3.63692,1.18828,2.441804,0.5591593,-2.377071
